,folder,report,RTN,address,date_sampled,sample_id,lab,page,Matrix,DF,Acronym,Compound,CAS,Result,RL,MCL,MDL,Units,Result_val,limit
868,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 4 9-10',SGS,11,SO - Soil,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.2,,,ug/kg,,1.2
869,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 4 9-10',SGS,11,SO - Soil,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.2,,,ug/kg,,1.2
870,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 4 9-10',SGS,11,SO - Soil,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.2,,,ug/kg,,1.2
871,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 4 9-10',SGS,11,SO - Soil,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.2,,,ug/kg,,1.2
872,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 4 9-10',SGS,11,SO - Soil,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.2,,,ug/kg,,1.2
873,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 4 9-10',SGS,11,SO - Soil,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.2,,,ug/kg,,1.2
874,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 4 9-10',SGS,11,SO - Soil,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.2,,,ug/kg,,1.2
875,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 4 9-10',SGS,11,SO - Soil,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.2,,,ug/kg,,1.2
876,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 4 9-10',SGS,11,SO - Soil,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,3.0,,,ug/kg,,3.0
877,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 4 9-10',SGS,11,SO - Soil,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,3.0,,,ug/kg,,3.0
878,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 4 9-10',SGS,11,SO - Soil,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.2,,,ug/kg,,1.2
879,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 4 9-10',SGS,11,SO - Soil,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.2,,,ug/kg,,1.2
880,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 5 0-12""",SGS,13,SO - Soil,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.1,,,ug/kg,,1.1
881,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 5 0-12""",SGS,13,SO - Soil,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.1,,,ug/kg,,1.1
882,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 5 0-12""",SGS,13,SO - Soil,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.1,,,ug/kg,,1.1
883,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 5 0-12""",SGS,13,SO - Soil,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.1,,,ug/kg,,1.1
884,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 5 0-12""",SGS,13,SO - Soil,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.1,,,ug/kg,,1.1
885,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 5 0-12""",SGS,13,SO - Soil,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.1,,,ug/kg,,1.1
886,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 5 0-12""",SGS,13,SO - Soil,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.1,,,ug/kg,,1.1
887,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 5 0-12""",SGS,13,SO - Soil,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.1,,,ug/kg,,1.1
888,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 5 0-12""",SGS,13,SO - Soil,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.1,,,ug/kg,,1.1
889,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 5 0-12""",SGS,13,SO - Soil,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.1,,,ug/kg,,1.1
890,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 5 0-12""",SGS,13,SO - Soil,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.1,,,ug/kg,,1.1
891,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 5 0-12""",SGS,13,SO - Soil,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.1,,,ug/kg,,1.1
892,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 5 0-12""",SGS,13,SO - Soil,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,2.8,,,ug/kg,,2.8
893,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 5 0-12""",SGS,13,SO - Soil,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,2.8,,,ug/kg,,2.8
894,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 5 0-12""",SGS,13,SO - Soil,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.1,,,ug/kg,,1.1
895,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 5 0-12""",SGS,13,SO - Soil,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.1,,,ug/kg,,1.1
896,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 6-7,SGS,15,SO - Soil,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.2,,,ug/kg,,1.2
897,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 6-7,SGS,15,SO - Soil,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.2,,,ug/kg,,1.2
898,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 6-7,SGS,15,SO - Soil,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.2,,,ug/kg,,1.2
899,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 6-7,SGS,15,SO - Soil,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.2,,,ug/kg,,1.2
900,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 6-7,SGS,15,SO - Soil,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.2,,,ug/kg,,1.2
901,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 6-7,SGS,15,SO - Soil,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.2,,,ug/kg,,1.2
902,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 6-7,SGS,15,SO - Soil,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.2,,,ug/kg,,1.2
903,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 6-7,SGS,15,SO - Soil,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.2,,,ug/kg,,1.2
904,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 6-7,SGS,15,SO - Soil,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.2,,,ug/kg,,1.2
905,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 6-7,SGS,15,SO - Soil,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.2,,,ug/kg,,1.2
906,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 6-7,SGS,15,SO - Soil,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.2,,,ug/kg,,1.2
907,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 6-7,SGS,15,SO - Soil,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.2,,,ug/kg,,1.2
908,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 6-7,SGS,15,SO - Soil,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,2.9,,,ug/kg,,2.9
909,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 6-7,SGS,15,SO - Soil,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,2.9,,,ug/kg,,2.9
910,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 6-7,SGS,15,SO - Soil,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.2,,,ug/kg,,1.2
911,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 6-7,SGS,15,SO - Soil,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.2,,,ug/kg,,1.2
912,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 14-15,SGS,17,SO - Soil,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.2,,,ug/kg,,1.2
913,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 14-15,SGS,17,SO - Soil,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.2,,,ug/kg,,1.2
914,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 14-15,SGS,17,SO - Soil,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.2,,,ug/kg,,1.2
915,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 14-15,SGS,17,SO - Soil,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.2,,,ug/kg,,1.2
916,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 14-15,SGS,17,SO - Soil,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.2,,,ug/kg,,1.2
917,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 14-15,SGS,17,SO - Soil,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.2,,,ug/kg,,1.2
918,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 14-15,SGS,17,SO - Soil,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.2,,,ug/kg,,1.2
919,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 14-15,SGS,17,SO - Soil,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.2,,,ug/kg,,1.2
920,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 14-15,SGS,17,SO - Soil,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.2,,,ug/kg,,1.2
921,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 14-15,SGS,17,SO - Soil,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.2,,,ug/kg,,1.2
922,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 14-15,SGS,17,SO - Soil,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.2,,,ug/kg,,1.2
923,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 14-15,SGS,17,SO - Soil,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.2,,,ug/kg,,1.2
924,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 14-15,SGS,17,SO - Soil,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,3.1,,,ug/kg,,3.1
925,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 14-15,SGS,17,SO - Soil,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,3.1,,,ug/kg,,3.1
926,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 14-15,SGS,17,SO - Soil,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.2,,,ug/kg,,1.2
927,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 5 14-15,SGS,17,SO - Soil,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.2,,,ug/kg,,1.2
928,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 6 0-12""",SGS,19,SO - Soil,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.3,,,ug/kg,,1.3
929,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 6 0-12""",SGS,19,SO - Soil,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.3,,,ug/kg,,1.3
930,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 6 0-12""",SGS,19,SO - Soil,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.3,,,ug/kg,,1.3
931,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 6 0-12""",SGS,19,SO - Soil,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.3,,,ug/kg,,1.3
932,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 6 0-12""",SGS,19,SO - Soil,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.3,,,ug/kg,,1.3
933,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 6 0-12""",SGS,19,SO - Soil,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.3,,,ug/kg,,1.3
934,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 6 0-12""",SGS,19,SO - Soil,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.3,,,ug/kg,,1.3
935,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 6 0-12""",SGS,19,SO - Soil,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,6.12,1.3,,,ug/kg,6.12,1.3
936,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 6 0-12""",SGS,19,SO - Soil,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.3,,,ug/kg,,1.3
937,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 6 0-12""",SGS,19,SO - Soil,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.3,,,ug/kg,,1.3
938,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 6 0-12""",SGS,19,SO - Soil,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.3,,,ug/kg,,1.3
939,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 6 0-12""",SGS,19,SO - Soil,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.3,,,ug/kg,,1.3
940,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 6 0-12""",SGS,19,SO - Soil,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,3.2,,,ug/kg,,3.2
941,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 6 0-12""",SGS,19,SO - Soil,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,3.2,,,ug/kg,,3.2
942,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 6 0-12""",SGS,19,SO - Soil,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.3,,,ug/kg,,1.3
943,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,"CMG 6 0-12""",SGS,19,SO - Soil,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.3,,,ug/kg,,1.3
944,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 3-4,SGS,21,SO - Soil,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.1,,,ug/kg,,1.1
945,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 3-4,SGS,21,SO - Soil,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.1,,,ug/kg,,1.1
946,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 3-4,SGS,21,SO - Soil,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.1,,,ug/kg,,1.1
947,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 3-4,SGS,21,SO - Soil,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.1,,,ug/kg,,1.1
948,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 3-4,SGS,21,SO - Soil,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.1,,,ug/kg,,1.1
949,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 3-4,SGS,21,SO - Soil,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.1,,,ug/kg,,1.1
950,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 3-4,SGS,21,SO - Soil,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.1,,,ug/kg,,1.1
951,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 3-4,SGS,21,SO - Soil,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,4.12,1.1,,,ug/kg,4.12,1.1
952,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 3-4,SGS,21,SO - Soil,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.1,,,ug/kg,,1.1
953,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 3-4,SGS,21,SO - Soil,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.1,,,ug/kg,,1.1
954,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 3-4,SGS,21,SO - Soil,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.1,,,ug/kg,,1.1
955,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 3-4,SGS,21,SO - Soil,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.1,,,ug/kg,,1.1
956,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 3-4,SGS,21,SO - Soil,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,2.7,,,ug/kg,,2.7
957,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 3-4,SGS,21,SO - Soil,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,2.7,,,ug/kg,,2.7
958,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 3-4,SGS,21,SO - Soil,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.1,,,ug/kg,,1.1
959,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 3-4,SGS,21,SO - Soil,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.1,,,ug/kg,,1.1
960,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 6-7,SGS,23,SO - Soil,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.3,,,ug/kg,,1.3
961,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 6-7,SGS,23,SO - Soil,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.3,,,ug/kg,,1.3
962,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 6-7,SGS,23,SO - Soil,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.3,,,ug/kg,,1.3
963,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 6-7,SGS,23,SO - Soil,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.3,,,ug/kg,,1.3
964,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 6-7,SGS,23,SO - Soil,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.3,,,ug/kg,,1.3
965,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 6-7,SGS,23,SO - Soil,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.3,,,ug/kg,,1.3
966,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 6-7,SGS,23,SO - Soil,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.3,,,ug/kg,,1.3
967,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 6-7,SGS,23,SO - Soil,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.3,,,ug/kg,,1.3
968,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 6-7,SGS,23,SO - Soil,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.3,,,ug/kg,,1.3
969,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 6-7,SGS,23,SO - Soil,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.3,,,ug/kg,,1.3
970,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 6-7,SGS,23,SO - Soil,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.3,,,ug/kg,,1.3
971,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 6-7,SGS,23,SO - Soil,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.3,,,ug/kg,,1.3
972,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 6-7,SGS,23,SO - Soil,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,3.2,,,ug/kg,,3.2
973,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 6-7,SGS,23,SO - Soil,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,3.2,,,ug/kg,,3.2
974,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 6-7,SGS,23,SO - Soil,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.3,,,ug/kg,,1.3
975,2-0021045 - Stow - MA Fire Academy/,lab report FA68228 soil cmg4-7.pdf,2-0021045,,,CMG 6 6-7,SGS,23,SO - Soil,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.3,,,ug/kg,,1.3
